"","Filtros"
"Cancelada","Não"
"Operação","S - Venda"

"Documento","Código Produto","Cancelada","Operação","Valor item NF","Valor Total Item","Desconto Item","Plano de Pagamento","Qtde Item","Descrição Produto","Linha Produto","Setor Produto","Aprovador Desconto"
"31561","9793714","Não","S - Venda","30,50","30,50","0,00","CRÉDITO 1X - REDE CARD","2,00","Suporte Fixo Tv 14"" A 84"" Pt","Acessorios Tv","Elétrica","(blank)"
"31561","18593","Não","S - Venda","3,25","3,25","0,00","CRÉDITO 1X - REDE CARD","1,00","Argila Escolar Dore 1kg","Acessorios Escolares","Escolar/escritorio","(blank)"
"31561","30609","Não","S - Venda","8,25","8,25","0,00","CRÉDITO 1X - REDE CARD","1,00","Compasso Metal Escolar  Onda","Acessorios Escolares","Escolar/escritorio","(blank)"
"31561","15703","Não","S - Venda","5,50","5,50","0,00","CRÉDITO 1X - REDE CARD","1,00","Cj C/4 Reguas Escolar Waleu 2 Grau","Acessorios Escolares","Escolar/escritorio","(blank)"
"31562","20430","Não","S - Venda","5,99","5,99","0,00","QR LINX","1,00","Lona 4m Maxilona Pt","Acessorios de Ferragem","Ferragem","(blank)"
"31562","9794268","Não","S - Venda","16,75","16,75","0,00","QR LINX - PIX","1,00","Processador Alimentos 500ml C/3 Laminas 12.5 X 9cm CM36","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"31562","449083","Não","S - Venda","22,50","22,50","0,00","DINHEIRO","2,00","Plastico Mesa Cristal 0.15mm","Fracionados","Fracionados","(blank)"
"31563","9414","Não","S - Venda","10,25","10,25","0,00","DÉBITO - REDE CARD","1,00","Pilha Panasonic Comum Aaa C4","Caixas","Caixas","(blank)"
"31563","9401","Não","S - Venda","7,75","7,75","0,00","DÉBITO - REDE CARD","1,00","Pilha Panasonic Comum Pq Aa C/4","Caixas","Caixas","(blank)"
"31563","9790086","Não","S - Venda","76,00","76,00","0,00","DÉBITO - REDE CARD","1,00","Fehadura 804/03 Espelho Pt Fosco (G)","Acessorios de Ferragem","Ferragem","(blank)"
"31563","9794679","Não","S - Venda","132,25","132,25","0,00","DÉBITO - REDE CARD","1,00","Aparador de Pelos 3 em 1 KM-6551","Caixas","Caixas","(blank)"
"31563","7834","Não","S - Venda","2,00","2,00","0,00","DINHEIRO","4,00","Chiclete Bubbaloo Morango 5g","Caixas","Caixas","(blank)"
"31563","9789442","Não","S - Venda","12,25","12,25","0,00","DINHEIRO","1,00","Cj Barbeador Pincel Aparelho 2 Laminas","Caixas","Caixas","(blank)"
"31564","9791979","Não","S - Venda","8,50","8,50","0,00","DINHEIRO","1,00","Grampos 26/06 5000 Un WPG06013","Acessorios Escolares","Escolar/escritorio","(blank)"
"31564","17638","Não","S - Venda","17,75","17,75","0,00","DINHEIRO","1,00","Suporte Fixo Universal Tv 14 Até 84 Pol","Acessorios Tv","Elétrica","(blank)"
"31564","13732","Não","S - Venda","20,25","20,25","0,00","DINHEIRO","1,00","Pegador Salada 28cm Inox","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"31565","10064","Não","S - Venda","13,25","13,25","0,00","DINHEIRO","1,00","Tampa Plástica Para Micro-Ondas - Sanremo","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"31565","14126","Não","S - Venda","8,25","8,25","0,00","DÉBITO - REDE CARD","1,00","Pote Mantimento Jaguar Quad 1.75l","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"31565","12783","Não","S - Venda","15,49","15,49","0,00","DÉBITO - REDE CARD","1,00","Mini Coador Mesa 6.5cm","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"31565","23223","Não","S - Venda","5,50","5,50","0,00","DÉBITO - REDE CARD","1,00","Copo C/ Bico 350ml Rs Bebe Translucido","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"31565","9268","Não","S - Venda","5,50","5,50","0,00","QR LINX - PIX","2,00","Dori Gelatina Girafa Framboesa 30Gr","Caixas","Caixas","(blank)"
"31565","9267","Não","S - Venda","2,75","2,75","0,00","QR LINX - PIX","1,00","Dori Gelatina Girafa Morango 30Gr","Caixas","Caixas","(blank)"
"31565","4109","Não","S - Venda","16,99","16,99","0,00","QR LINX - PIX","1,00","Cj C/6 Copos 265ml Nadir Maracatu","Loucas de Mesa","Loucas","(blank)"
"31565","8337","Não","S - Venda","26,00","26,00","0,00","QR LINX - PIX","1,00","Faca Assador 08 Mor","Churrasco","Utilidades Domesticas","(blank)"
"31565","3004","Não","S - Venda","21,75","21,75","0,00","QR LINX - PIX","1,00","Faca Pao Tramontina Plenus Cb Plast 8","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"31565","6718","Não","S - Venda","2,00","2,00","0,00","QR LINX - PIX","1,00","Cad 1/4 Broch Cf 48fls Jandainha","Cadernos","Escolar/escritorio","(blank)"
"31565","2765","Não","S - Venda","28,50","28,50","0,00","QR LINX - PIX","6,00","Faca Churrasco Tramontina Ipanema Vm","Talheres de Mesa","Utilidades Domesticas","(blank)"
"31565","22196","Não","S - Venda","4,50","4,50","0,00","QR LINX - PIX","1,00","Etiqueta Preco 21x12mm","Acessorios Escolares","Escolar/escritorio","(blank)"
"31565","22039","Não","S - Venda","2,00","2,00","0,00","QR LINX - PIX","1,00","Tekbond Instantanea 2g","Caixas","Caixas","(blank)"
"31566","9789840","Não","S - Venda","5,50","5,50","0,00","DINHEIRO","2,00","Aldrava Latonada 19x80","Fixadores","Ferragem","(blank)"
"31566","26512","Não","S - Venda","6,50","6,50","0,00","DINHEIRO","1,00","Pilha Alcalina Aaa C/2 Fix","Caixas","Caixas","(blank)"
"31566","29526","Não","S - Venda","14,00","14,00","0,00","DINHEIRO","1,00","Luminaria Decor Led Shark FXN02002","Decoracao e Luminarias","Elétrica","(blank)"
"31566","443425","Não","S - Venda","0,20","0,20","0,00","DINHEIRO","2,00","Abracadeira Lacre Br 100x2.5 Worker","Fixadores","Ferragem","(blank)"
"31566","9794423","Não","S - Venda","19,50","19,50","0,00","DINHEIRO","6,00","Protetor Adesivo Eva Redondo 2.7cm 9Pcs Pt Startools","Acessorios de Ferragem","Ferragem","(blank)"
"31567","4845","Não","S - Venda","4,00","4,00","0,00","DINHEIRO","2,00","Lapis Grafite Ecolapis Grip Faber","Acessorios Escolares","Escolar/escritorio","(blank)"
"31567","9794984","Não","S - Venda","16,50","16,50","0,00","DINHEIRO","6,00","Fecho Roltrinc C/ Rasgo Bicro Alutec","Acessorios de Ferragem","Ferragem","(blank)"
"31567","6484","Não","S - Venda","3,00","3,00","0,00","DINHEIRO","2,00","Adesivo Instantaneo 3.5g Vonder","Caixas","Caixas","(blank)"
"31567","2893","Não","S - Venda","12,00","12,00","0,00","DINHEIRO","4,00","Colher Mesa Tramontina Leme Pt","Talheres de Mesa","Utilidades Domesticas","(blank)"
"31567","2903","Não","S - Venda","13,00","13,00","0,00","DINHEIRO","4,00","Garfo Mesa Tramontina Leme Pt","Talheres de Mesa","Utilidades Domesticas","(blank)"
"31567","2898","Não","S - Venda","13,00","13,00","0,00","DINHEIRO","4,00","Faca Churrasco Tramontina Leme Pt","Talheres de Mesa","Utilidades Domesticas","(blank)"
"31567","9791968","Não","S - Venda","2,25","2,25","0,00","DINHEIRO","1,00","Fita Adesiva PP Transp 12mm 40m COD218","Acessorios Escolares","Escolar/escritorio","(blank)"
"31567","20511","Não","S - Venda","5,50","5,50","0,00","DINHEIRO","1,00","Fita Adesiva Crepe 18mm 40m","Acessorios de Ferragem","Ferragem","(blank)"
"31567","18350","Não","S - Venda","5,00","5,00","0,00","DINHEIRO","1,00","Barbante Rolo 50g 37m 8 Fios","Acessorios de Ferragem","Ferragem","(blank)"
"31567","9790250","Não","S - Venda","7,00","7,00","0,00","DINHEIRO","1,00","Cj Bits P/ Parafusadeira 10 Pcs Startools","Acessorios de Ferragem","Ferragem","(blank)"
"31567","448727","Não","S - Venda","15,00","15,00","0,00","DINHEIRO","10,00","Bastao Silicone Cola Quente 7.2mm","Acessorios Escolares","Escolar/escritorio","(blank)"
"31567","9791131","Não","S - Venda","47,00","47,00","0,00","DINHEIRO","1,00","Maquina Corte/Barbear Efeito Navalha Dragaoml  ML-KM700H","Eletros","Eletros","(blank)"
"31568","9793715","Não","S - Venda","86,00","86,00","0,00","DINHEIRO","1,00","Suporte Biarticulado C/ Inclinação Tv 14"" A 56"" Pt","Acessorios Tv","Elétrica","(blank)"
"31568","6622","Não","S - Venda","16,25","16,25","0,00","DINHEIRO","1,00","Espatula Silicone 26X5.3X2cm C/ Cabo Madeira Silicone Pt","Talheres de Servir","Utilidades Domesticas","(blank)"
"31568","16699","Não","S - Venda","5,25","5,25","0,00","DINHEIRO","1,00","Descascador e Boleador Keita Db02","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"31568","3146","Não","S - Venda","6,75","6,75","0,00","DINHEIRO","3,00","Colher Cha Tramontina Leme Az Cl","Talheres de Mesa","Utilidades Domesticas","(blank)"
"31568","25924","Não","S - Venda","14,25","14,25","0,00","DINHEIRO","1,00","Vedante Porta 90cm Kala Aluminio","Acessorios de Ferragem","Ferragem","(blank)"
"31568","8035","Não","S - Venda","4,75","4,75","0,00","DINHEIRO","1,00","Escova Limp Delicada Plast Novica","Lavanderia","Lavanderia","(blank)"
"31568","10030","Não","S - Venda","29,50","29,50","0,00","DINHEIRO","1,00","Porta Talher Tampa Plastico Sanremo","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"31568","7567","Não","S - Venda","20,25","20,25","0,00","DINHEIRO","1,00","Porta Detergente Rs Translucido","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"31568","9794491","Não","S - Venda","4,00","4,00","0,00","DINHEIRO","1,00","Coador Cafe 90mm Br","Utilidades Domesticas","Utilidades Domesticas","(blank)"
"31568","27174","Não","S - Venda","27,50","27,50","0,00","DINHEIRO","1,00","Espremedor Alho Casita Inox CA09309","Utilidades Domesticas","Utilidades Domesticas","(blank)"
"31568","30315","Não","S - Venda","27,50","27,50","0,00","DINHEIRO","1,00","Batedor Carne Cherry IXB03199","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"31568","10230","Não","S - Venda","80,50","80,50","0,00","DINHEIRO","2,00","Organizador Sanremo 8.6l Plast Bx C/Grampos SR960/84","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"31568","10154","Não","S - Venda","43,75","43,75","0,00","DINHEIRO","1,00","Organizador Baixo 20l Sanremo","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"31569","7839","Não","S - Venda","3,25","3,25","0,00","DINHEIRO","1,00","Trident Menta","Caixas","Caixas","(blank)"
"31569","45","Não","S - Venda","3,50","3,50","0,00","DINHEIRO","2,00","Bombom Ouro Branco","Caixas","Caixas","(blank)"
"31569","3296","Não","S - Venda","6,50","6,50","0,00","DINHEIRO","1,00","Chave de Fenda Amarela Com Ponta Chata 3/16x3"" - Tramontina","Ferramentas Manuais","Ferragem","(blank)"
"31569","9794494","Não","S - Venda","3,00","3,00","0,00","DINHEIRO","1,00","Flanela 27x40cm Lj","Bazar","Bazar","(blank)"
"31569","16668","Não","S - Venda","5,25","5,25","0,00","DINHEIRO","1,00","Pasta Aba/elast Of Fume Delloline","Acessorios Escolares","Escolar/escritorio","(blank)"
"31569","16667","Não","S - Venda","5,25","5,25","0,00","DINHEIRO","1,00","Pasta Aba/elast Of Cristal Delloline","Acessorios Escolares","Escolar/escritorio","(blank)"
"31569","9792907","Não","S - Venda","10,50","10,50","0,00","DÉBITO - REDE CARD","1,00","Caderneta Brochura 1/4 40Fls Flex Sem Pt/Mg O Pequeno Principe","Cadernos","Escolar/escritorio","(blank)"
"31570","15189","Não","S - Venda","5,00","5,00","0,00","DINHEIRO","1,00","Caneta Marca Texto Gel Jocar Office Rs","Acessorios Escolares","Escolar/escritorio","(blank)"
"31570","9794191","Não","S - Venda","21,75","21,75","0,00","CRÉDITO 1X - REDE CARD","1,00","Guarda Chuva Espetao Xadrez Cb Reto 8 Varetas","Bazar","Bazar","(blank)"
"31570","7840","Não","S - Venda","6,50","6,50","0,00","DINHEIRO","2,00","Trident Canela","Caixas","Caixas","(blank)"
"31570","7842","Não","S - Venda","6,50","6,50","0,00","DINHEIRO","2,00","Trident Melancia","Caixas","Caixas","(blank)"
"31570","30558","Não","S - Venda","6,00","6,00","0,00","DINHEIRO","2,00","Cola Transparente 30g 2 Bicos Onda","Acessorios Escolares","Escolar/escritorio","(blank)"
"31570","15152","Não","S - Venda","4,50","4,50","0,00","DINHEIRO","2,00","Placa Eva 40x48cm Rx Leoarte","Papelaria","Escolar/escritorio","(blank)"
"31570","396868","Não","S - Venda","4,50","4,50","0,00","DINHEIRO","2,00","Placa Eva 40x48cm Az Esc","Papelaria","Escolar/escritorio","(blank)"
"31571","12808","Não","S - Venda","24,00","24,00","0,00","DÉBITO - BANRISUL","1,00","Escorredor Copos Niquelart 118 Cr","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"31571","9791920","Não","S - Venda","18,50","18,50","0,00","DÉBITO - BANRISUL","1,00","Copo 190ml Amazon Multiuso C/6 Colorex","Loucas de Mesa","Utilidades Domesticas","(blank)"
"31571","9793699","Não","S - Venda","10,75","10,75","0,00","DÉBITO - BANRISUL","1,00","Cj Potes Retang 1.5l/850ml/400ml Color Giplas CR-1594","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"31571","9794621","Não","S - Venda","2,75","2,75","0,00","DÉBITO - BANRISUL","1,00","Peneira P Giplas 6.5cm Sortidos","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"31571","14558","Não","S - Venda","48,00","48,00","0,00","DÉBITO - BANRISUL","3,00","Lampada Led Taschibra High Tkl 170 30W 6500K","Lampadas","Elétrica","(blank)"
"31571","14861","Não","S - Venda","0,50","0,50","0,00","DINHEIRO","1,00","Envelope Kraft Natural25 176x250mm","Papelaria","Escolar/escritorio","(blank)"
"31571","9794876","Não","S - Venda","10,00","10,00","0,00","DINHEIRO","1,00","Espatula Silicone Reta 27Cm Inga Pt","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"31571","9794866","Não","S - Venda","10,00","10,00","0,00","DINHEIRO","1,00","Colher Silicone 27.5Cm Inga Pt","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"31572","9788566","Não","S - Venda","4,75","4,75","0,00","DINHEIRO","1,00","Livro Colorir Marvel","Livros","Escolar/escritorio","(blank)"
"31572","17257","Não","S - Venda","37,25","37,25","0,00","DINHEIRO","1,00","Assento Sanit Herc Br","Acessorios de Banheiro","Hidraulicos","(blank)"
"31572","9286","Não","S - Venda","4,50","4,50","0,00","DINHEIRO","1,00","Dori Bala Deliket Frutas Conf 150Gr","Caixas","Caixas","(blank)"
"31572","9788804","Não","S - Venda","6,00","6,00","0,00","DINHEIRO","1,00","Garrafa 300ml Defensores Vermelho GGB Plast","Brinquedos","Brinquedos","(blank)"
"31572","29416","Não","S - Venda","8,25","8,25","0,00","DINHEIRO","1,00","Frasco 100ml Recarregavel","Bazar","Bazar","(blank)"
"31572","2198","Não","S - Venda","6,25","6,25","0,00","DINHEIRO","1,00","Tubo Transf  P/ Valvula Garraf Termica Termolar","Chimarrao","Utilidades Domesticas","(blank)"
"31572","431637","Não","S - Venda","4,50","4,50","0,00","DINHEIRO","1,00","Escovinha Limpa Bomba Forte Inox","Chimarrao","Utilidades Domesticas","(blank)"
"31572","21030","Não","S - Venda","0,25","0,25","0,00","DINHEIRO","1,00","Mini Lixa Unhas Santa Clara Ref 1061 Pt","Caixas","Caixas","(blank)"
"31572","21029","Não","S - Venda","0,75","0,75","0,00","DINHEIRO","1,00","Lixa Especial Unhas Big Canario Santa Clara Ref389","Caixas","Caixas","(blank)"
"31572","23461","Não","S - Venda","19,00","19,00","0,00","CRÉDITO 2X - REDE CARD","1,00","Cj Copo 270ml 3Pcs Luxor","Loucas de Mesa","Loucas","(blank)"
"31572","9792894","Não","S - Venda","84,75","84,75","0,00","CRÉDITO 2X - REDE CARD","1,00","Copo 460ml Long Drink Estela C/6 Nadir","Loucas de Mesa","Utilidades Domesticas","(blank)"
"31572","23676","Não","S - Venda","2,50","2,50","0,00","CRÉDITO 2X - REDE CARD","1,00","Ralo Pia 7cm","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"31572","9794291","Não","S - Venda","5,00","5,00","0,00","CRÉDITO 2X - REDE CARD","2,00","Saboneteira Multiuso C/ Trava","Acessorios de Banheiro","Hidraulicos","(blank)"
"31572","18766","Não","S - Venda","5,75","5,75","0,00","CRÉDITO 2X - REDE CARD","1,00","Caneca 5cm Esmaltada Estamp","Loucas de Mesa","Loucas","(blank)"
"31572","25348","Não","S - Venda","7,00","7,00","0,00","CRÉDITO 2X - REDE CARD","1,00","Caneca Esmaltada 5cm Tradic Br Yangzi","Loucas de Mesa","Loucas","(blank)"
"31572","11366","Não","S - Venda","7,00","7,00","0,00","CRÉDITO 2X - REDE CARD","1,00","Cesto Prendedor Roupa Dpg 017","Lavanderia","Lavanderia","(blank)"
"31572","30724","Não","S - Venda","0,50","0,50","0,00","CRÉDITO 2X - REDE CARD","2,00","Lixa Unha Canario Mini Hedera","Caixas","Caixas","(blank)"
"31572","7414","Não","S - Venda","16,75","16,75","0,00","CRÉDITO 2X - REDE CARD","1,00","Porta Detergente Uz Vm","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"31572","9793925","Não","S - Venda","20,75","20,75","0,00","CRÉDITO 2X - REDE CARD","1,00","Lapis Cor 10 Cores + 2 Lapis Bicolor Faber","Acessorios Escolares","Escolar/escritorio","(blank)"
"31572","16556","Não","S - Venda","44,75","44,75","0,00","CRÉDITO 2X - REDE CARD","1,00","Suporte Parede P/ 3 Rolos Cook Home Cromado","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"31572","4089","Não","S - Venda","22,50","22,50","0,00","CRÉDITO 2X - REDE CARD","2,00","Copo 290ml Whisky Vegas Rocks","Loucas de Mesa","Loucas","(blank)"
"31573","14111","Não","S - Venda","19,25","19,25","0,00","DINHEIRO","1,00","Escorredor LoucaS Plast JaguaR","Lavanderia","Lavanderia","(blank)"
"31573","10500","Não","S - Venda","8,00","8,00","0,00","DINHEIRO","2,00","Pote Sanremo Plast SR10/40","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"31573","15595","Não","S - Venda","3,00","3,00","0,00","DINHEIRO","2,00","Tigela 330ml Sort","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"31573","9792415","Não","S - Venda","3,50","3,50","0,00","DINHEIRO","2,00","Caneta Marca Texto Onda Az","Acessorios Escolares","Escolar/escritorio","(blank)"
"31573","30581","Não","S - Venda","5,50","5,50","0,00","DINHEIRO","2,00","Lapiseira 0.5mm Grip","Acessorios Escolares","Escolar/escritorio","(blank)"
"31573","7240","Não","S - Venda","2,25","2,25","0,00","DINHEIRO","1,00","Agua Crystal Pet 500ml S/gas","Bebidas","Bebidas","(blank)"
"31573","6124","Não","S - Venda","3,50","3,50","0,00","DINHEIRO","1,00","Baconzitos 31g","Caixas","Caixas","(blank)"
"31573","9794675","Não","S - Venda","9,75","9,75","0,00","DINHEIRO","1,00","Fone de Ouvido C/Fio PEI-EP32","Caixas","Caixas","(blank)"
"31574","15566","Não","S - Venda","7,75","7,75","0,00","CRÉDITO 3X - REDE CARD","1,00","Cj Pote 600ml Giplas Red Alto Sort 3 Pcs Cm-306","Plasticos/acrilicos","Plasticos/acrilicos","(blank)"
"31574","9791435","Não","S - Venda","11,97","11,97","0,00","CRÉDITO 3X - REDE CARD","3,00","Descanso Panela Bambu","Brinquedos","Brinquedos","(blank)"
"31574","10708","Não","S - Venda","25,25","25,25","0,00","CRÉDITO 3X - REDE CARD","1,00","Capa Maquina Lavar Vinil Lisa GG 720-GG","Lavanderia","Lavanderia","(blank)"
"31574","15670","Não","S - Venda","9,50","9,50","0,00","CRÉDITO 3X - REDE CARD","2,00","Bacia 3.9l Green Sort Bag-20","Lavanderia","Lavanderia","(blank)"
"31574","21851","Não","S - Venda","43,25","43,25","0,00","CRÉDITO 3X - REDE CARD","1,00","Frigideira Francesa Over Prime 24 Preta","Panelas e Afins","Utilidades Domesticas","(blank)"
"31574","297776","Não","S - Venda","2,50","2,50","0,00","DINHEIRO","2,00","Abracadeira Rsf 19/27","Fixadores","Ferragem","(blank)"
"31574","2633","Não","S - Venda","20,99","20,99","0,00","DINHEIRO","1,00","Faca Peixeira Tramontina Dynamic Cb Mad 7","Utensilios de Cozinha","Utilidades Domesticas","(blank)"
"31574","9401","Não","S - Venda","7,75","7,75","0,00","DÉBITO - BANRISUL","1,00","Pilha Panasonic Comum Pq Aa C/4","Caixas","Caixas","(blank)"
"31574","15409","Não","S - Venda","20,75","20,75","0,00","DÉBITO - BANRISUL","1,00","Relogio Parede Quartz Sulclock Pt 119052E","Moveis e Decoração","Moveis e Decoração","(blank)"
"31575","9792433","Não","S - Venda","0,74","0,74","0,00","DINHEIRO","1,00","Lapis Hb Grafite Onda Coracoes C/ Borracha","Acessorios Escolares","Escolar/escritorio","(blank)"
"31575","30578","Não","S - Venda","0,75","0,75","0,00","DINHEIRO","1,00","Lapis Onda Hb Grafite Tabuada C/ Borracha","Acessorios Escolares","Escolar/escritorio","(blank)"
"31575","15044","Não","S - Venda","1,00","1,00","0,00","DINHEIRO","2,00","Borracha Leoeleo 60 Br","Acessorios Escolares","Escolar/escritorio","(blank)"
"31575","9791336","Não","S - Venda","2,75","2,75","0,00","DINHEIRO","1,00","Cad 1/8 48Fls Espiralado","Cadernos","Escolar/escritorio","(blank)"
